10	4	10000
10	7	10000
10	10	10000
10	12	10000
10	16	10000
10	18	10000
10	20	20000
10	19	10000
10	20	10000
10	25	20000
10	22	10000
10	26	10000
10	30	10000
10	31	10000
10	31	10000
10	32	30000
10	34	10000
11	9	10000
11	12	10000
11	12	10000
11	22	10000
11	22	10000
11	26	10000
11	24	10000
11	27	10000
11	30	10000
11	34	20000
11	35	20000
11	40	20000
11	45	10000
12	5	10000
12	11	10000
12	14	10000
12	21	20000
12	22	10000
12	27	10000
12	29	10000
12	28	10000
12	29	10000
12	35	30000
12	37	20000
12	39	10000
12	43	20000
12	49	10000
12	52	20000
12	53	20000
13	6	10000
13	11	10000
13	10	10000
13	17	10000
13	14	10000
13	23	10000
13	27	20000
13	31	20000
13	32	20000
13	39	20000
13	43	20000
13	45	10000
13	46	20000
13	47	10000
13	50	20000
13	58	20000
13	57	10000
13	62	20000
13	65	20000
14	7	10000
14	14	30000
14	22	10000
14	21	10000
14	27	20000
14	28	10000
14	33	20000
14	32	10000
14	35	20000
14	45	10000
14	43	20000
14	49	10000
14	56	20000
14	59	20000
14	60	30000
14	63	20000
14	72	10000
14	70	10000
14	76	10000
15	8	10000
15	12	20000
15	12	10000
15	16	20000
15	26	20000
15	39	40000
15	41	20000
15	51	40000
15	52	20000
15	57	10000
15	66	20000
15	65	20000
15	72	20000
15	79	50000
15	78	20000
15	85	10000
15	88	10000
16	8	10000
16	13	10000
16	15	20000
16	23	10000
16	28	10000
16	31	20000
16	39	10000
16	37	20000
16	50	40000
16	56	20000
16	60	30000
16	62	30000
16	68	30000
16	70	40000
16	74	20000
16	82	20000
16	89	20000
16	95	10000
16	96	20000
16	104	30000
17	9	20000
17	14	10000
17	20	10000
17	30	20000
17	33	10000
17	42	20000
17	39	30000
17	46	20000
17	52	30000
17	67	40000
17	69	30000
17	75	40000
17	74	10000
17	82	30000
17	87	10000
17	93	30000
17	100	30000
17	109	30000
17	111	20000
17	114	30000
18	9	10000
18	18	30000
18	23	30000
18	27	20000
18	38	50000
18	43	20000
18	50	50000
18	51	50000
18	63	40000
18	65	20000
18	70	40000
18	69	30000
18	88	30000
18	95	40000
18	101	20000
18	105	100000
18	111	20000
18	117	40000
18	122	40000
18	132	40000
